,t0_smooth_or_featured__features_or_disk,t0_smooth_or_featured__smooth,t0_smooth_or_featured__star_artifact_or_bad_zoom,t1_how_rounded_is_it__cigarshaped,t1_how_rounded_is_it__in_between,t1_how_rounded_is_it__completely_round,t2_could_this_be_a_disk_viewed_edgeon__yes_edge_on_disk,t2_could_this_be_a_disk_viewed_edgeon__no_something_else,t3_edge_on_bulge_what_shape__boxy,t3_edge_on_bulge_what_shape__no_bulge,t3_edge_on_bulge_what_shape__rounded,t4_is_there_a_bar__no_bar,t4_is_there_a_bar__strong_bar,t4_is_there_a_bar__weak_bar,t5_is_there_any_spiral_arm_pattern__yes,t5_is_there_any_spiral_arm_pattern__no,t6_spiral_how_tightly_wound__loose,t6_spiral_how_tightly_wound__medium,t6_spiral_how_tightly_wound__tight,t7_how_many_spiral_arms_are_there__1,t7_how_many_spiral_arms_are_there__2,t7_how_many_spiral_arms_are_there__3,t7_how_many_spiral_arms_are_there__4,t7_how_many_spiral_arms_are_there__more_than_4,t7_how_many_spiral_arms_are_there__cant_tell,t8_not_edge_on_bulge__dominant,t8_not_edge_on_bulge__moderate,t8_not_edge_on_bulge__no_bulge,t8_not_edge_on_bulge__large,t8_not_edge_on_bulge__small,t11_is_the_galaxy_merging_or_disturbed__major_disturbance,t11_is_the_galaxy_merging_or_disturbed__merging,t11_is_the_galaxy_merging_or_disturbed__minor_disturbance,t11_is_the_galaxy_merging_or_disturbed__none,t12_are_there_any_obvious_bright_clumps__yes,t12_are_there_any_obvious_bright_clumps__no,t19_what_problem_do___e_with_the_image__nonstar_artifact,t19_what_problem_do___e_with_the_image__bad_image_zoom,t19_what_problem_do___e_with_the_image__star,id_str,file_loc
5905,17.0,13.0,2.0,4.0,8.0,1.0,16.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,1.0,16.0,1.0,1.0,0.0,25847,/scratch/ydong/stamps/demo_F200W_added/F200W_5847_a.jpg
5906,14.0,9.0,2.0,7.0,2.0,0.0,11.0,3.0,5.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,6.0,7.0,8.0,6.0,2.0,0.0,0.0,25849,/scratch/ydong/stamps/demo_F200W_added/F200W_5849_a.jpg
5907,13.0,8.0,6.0,6.0,2.0,0.0,10.0,3.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,5.0,9.0,7.0,6.0,2.0,4.0,0.0,25850,/scratch/ydong/stamps/demo_F200W_added/F200W_5850_a.jpg
5908,6.0,17.0,9.0,0.0,6.0,11.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,8.0,12.0,5.0,1.0,0.0,2.0,7.0,25851,/scratch/ydong/stamps/demo_F200W_added/F200W_5851_a.jpg
5909,6.0,11.0,8.0,1.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,25855,/scratch/ydong/stamps/demo_F200W_added/F200W_5855_a.jpg
5910,10.0,6.0,8.0,0.0,6.0,0.0,2.0,8.0,0.0,1.0,1.0,7.0,1.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,5.0,3.0,2.0,9.0,1.0,0.0,6.0,2.0,25856,/scratch/ydong/stamps/demo_F200W_added/F200W_5856_a.jpg
5911,6.0,21.0,4.0,0.0,17.0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,9.0,15.0,3.0,3.0,1.0,2.0,1.0,25858,/scratch/ydong/stamps/demo_F200W_added/F200W_5858_a.jpg
5912,7.0,18.0,7.0,15.0,3.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,16.0,1.0,6.0,1.0,6.0,0.0,25859,/scratch/ydong/stamps/demo_F200W_added/F200W_5859_a.jpg
5913,4.0,16.0,12.0,1.0,13.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,2.0,2.0,8.0,1.0,3.0,0.0,10.0,2.0,25860,/scratch/ydong/stamps/demo_F200W_added/F200W_5860_a.jpg
5914,1.0,19.0,6.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,14.0,0.0,1.0,0.0,6.0,0.0,25866,/scratch/ydong/stamps/demo_F200W_added/F200W_5866_a.jpg
5915,6.0,10.0,11.0,0.0,2.0,8.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,10.0,3.0,3.0,0.0,10.0,1.0,25867,/scratch/ydong/stamps/demo_F200W_added/F200W_5867_a.jpg
5916,5.0,18.0,7.0,0.0,16.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,4.0,15.0,1.0,4.0,0.0,6.0,1.0,25868,/scratch/ydong/stamps/demo_F200W_added/F200W_5868_a.jpg
5917,8.0,11.0,8.0,3.0,8.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,6.0,10.0,3.0,5.0,1.0,6.0,1.0,25871,/scratch/ydong/stamps/demo_F200W_added/F200W_5871_a.jpg
5918,14.0,11.0,0.0,8.0,3.0,0.0,12.0,2.0,0.0,1.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,1.0,13.0,0.0,0.0,0.0,25872,/scratch/ydong/stamps/demo_F200W_added/F200W_5872_a.jpg
5919,5.0,22.0,13.0,0.0,16.0,6.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,20.0,3.0,2.0,2.0,10.0,1.0,25873,/scratch/ydong/stamps/demo_F200W_added/F200W_5873_a.jpg
5920,1.0,13.0,15.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,13.0,2.0,25874,/scratch/ydong/stamps/demo_F200W_added/F200W_5874_a.jpg
5921,2.0,10.0,8.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,0.0,8.0,0.0,25875,/scratch/ydong/stamps/demo_F200W_added/F200W_5875_a.jpg
5922,5.0,13.0,6.0,0.0,6.0,7.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,9.0,3.0,2.0,1.0,5.0,0.0,25876,/scratch/ydong/stamps/demo_F200W_added/F200W_5876_a.jpg
5923,7.0,7.0,7.0,2.0,5.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,5.0,3.0,4.0,0.0,7.0,0.0,25877,/scratch/ydong/stamps/demo_F200W_added/F200W_5877_a.jpg
5924,3.0,9.0,18.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,6.0,0.0,3.0,0.0,17.0,1.0,25878,/scratch/ydong/stamps/demo_F200W_added/F200W_5878_a.jpg
5925,0.0,14.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,1.0,13.0,0.0,25881,/scratch/ydong/stamps/demo_F200W_added/F200W_5881_a.jpg
5926,4.0,16.0,15.0,7.0,9.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,9.0,3.0,1.0,0.0,15.0,0.0,25882,/scratch/ydong/stamps/demo_F200W_added/F200W_5882_a.jpg
5927,12.0,13.0,4.0,10.0,3.0,0.0,8.0,4.0,4.0,4.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,18.0,2.0,3.0,8.0,4.0,0.0,4.0,0.0,25883,/scratch/ydong/stamps/demo_F200W_added/F200W_5883_a.jpg
5928,2.0,11.0,9.0,4.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,8.0,1.0,1.0,0.0,9.0,0.0,25886,/scratch/ydong/stamps/demo_F200W_added/F200W_5886_a.jpg
5929,9.0,12.0,6.0,8.0,4.0,0.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,6.0,11.0,0.0,9.0,0.0,5.0,1.0,25887,/scratch/ydong/stamps/demo_F200W_added/F200W_5887_a.jpg
5930,11.0,10.0,11.0,0.0,9.0,1.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,7.0,5.0,3.0,6.0,7.0,4.0,0.0,10.0,1.0,25889,/scratch/ydong/stamps/demo_F200W_added/F200W_5889_a.jpg
5931,16.0,6.0,1.0,6.0,0.0,0.0,16.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,13.0,10.0,6.0,0.0,1.0,0.0,25891,/scratch/ydong/stamps/demo_F200W_added/F200W_5891_a.jpg
5932,16.0,14.0,1.0,13.0,1.0,0.0,12.0,4.0,2.0,2.0,8.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,9.0,2.0,18.0,9.0,7.0,0.0,1.0,0.0,25892,/scratch/ydong/stamps/demo_F200W_added/F200W_5892_a.jpg
5933,2.0,20.0,8.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,2.0,0.0,8.0,0.0,25896,/scratch/ydong/stamps/demo_F200W_added/F200W_5896_a.jpg
5934,11.0,14.0,8.0,1.0,3.0,10.0,1.0,10.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,2.0,7.0,6.0,10.0,8.0,3.0,1.0,7.0,0.0,25897,/scratch/ydong/stamps/demo_F200W_added/F200W_5897_a.jpg
5935,7.0,12.0,7.0,1.0,10.0,1.0,2.0,5.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,11.0,1.0,5.0,2.0,5.0,2.0,1.0,6.0,0.0,25899,/scratch/ydong/stamps/demo_F200W_added/F200W_5899_a.jpg
5936,8.0,21.0,9.0,0.0,19.0,2.0,4.0,4.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,20.0,4.0,4.0,1.0,8.0,0.0,25904,/scratch/ydong/stamps/demo_F200W_added/F200W_5904_a.jpg
5937,5.0,12.0,7.0,3.0,9.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,9.0,1.0,4.0,0.0,7.0,0.0,25905,/scratch/ydong/stamps/demo_F200W_added/F200W_5905_a.jpg
5938,10.0,12.0,8.0,6.0,6.0,0.0,10.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,12.0,1.0,9.0,0.0,7.0,1.0,25906,/scratch/ydong/stamps/demo_F200W_added/F200W_5906_a.jpg
5939,2.0,7.0,13.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,1.0,1.0,2.0,11.0,0.0,25907,/scratch/ydong/stamps/demo_F200W_added/F200W_5907_a.jpg
5940,6.0,20.0,9.0,15.0,5.0,0.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,12.0,12.0,3.0,3.0,0.0,9.0,0.0,25912,/scratch/ydong/stamps/demo_F200W_added/F200W_5912_a.jpg
5941,7.0,15.0,12.0,8.0,6.0,1.0,3.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,5.0,15.0,4.0,3.0,4.0,8.0,0.0,25914,/scratch/ydong/stamps/demo_F200W_added/F200W_5914_a.jpg
5942,25.0,6.0,2.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,0.0,8.0,3.0,14.0,23.0,2.0,7.0,9.0,7.0,1.0,5.0,7.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,15.0,11.0,7.0,5.0,8.0,21.0,4.0,0.0,2.0,0.0,25916,/scratch/ydong/stamps/demo_F200W_added/F200W_5916_a.jpg
5943,9.0,10.0,4.0,8.0,2.0,0.0,5.0,4.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,6.0,8.0,8.0,1.0,1.0,1.0,2.0,25921,/scratch/ydong/stamps/demo_F200W_added/F200W_5921_a.jpg
5944,13.0,16.0,6.0,3.0,6.0,7.0,6.0,7.0,0.0,2.0,4.0,6.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,16.0,3.0,7.0,8.0,5.0,0.0,6.0,0.0,25924,/scratch/ydong/stamps/demo_F200W_added/F200W_5924_a.jpg
5945,5.0,10.0,9.0,2.0,2.0,6.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,6.0,1.0,4.0,1.0,7.0,1.0,25925,/scratch/ydong/stamps/demo_F200W_added/F200W_5925_a.jpg
5946,8.0,8.0,18.0,5.0,3.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,9.0,0.0,4.0,3.0,5.0,5.0,11.0,2.0,25934,/scratch/ydong/stamps/demo_F200W_added/F200W_5934_a.jpg
5947,3.0,12.0,10.0,7.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,1.0,3.0,2.0,1.0,2.0,8.0,0.0,25935,/scratch/ydong/stamps/demo_F200W_added/F200W_5935_a.jpg
5948,8.0,12.0,5.0,1.0,7.0,4.0,5.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10.0,5.0,3.0,6.0,2.0,0.0,4.0,1.0,25937,/scratch/ydong/stamps/demo_F200W_added/F200W_5937_a.jpg
5949,5.0,19.0,8.0,5.0,14.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,9.0,2.0,3.0,1.0,6.0,1.0,25943,/scratch/ydong/stamps/demo_F200W_added/F200W_5943_a.jpg
5950,17.0,15.0,1.0,0.0,5.0,10.0,3.0,14.0,0.0,0.0,3.0,12.0,0.0,2.0,2.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,2.0,1.0,3.0,9.0,19.0,1.0,16.0,0.0,1.0,0.0,25945,/scratch/ydong/stamps/demo_F200W_added/F200W_5945_a.jpg
5951,8.0,10.0,7.0,4.0,6.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,11.0,1.0,5.0,3.0,5.0,0.0,7.0,0.0,25948,/scratch/ydong/stamps/demo_F200W_added/F200W_5948_a.jpg
5952,15.0,9.0,7.0,3.0,6.0,0.0,6.0,9.0,1.0,3.0,2.0,7.0,0.0,2.0,4.0,5.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,2.0,6.0,2.0,14.0,12.0,3.0,2.0,5.0,0.0,25951,/scratch/ydong/stamps/demo_F200W_added/F200W_5951_a.jpg
5953,6.0,9.0,15.0,2.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,10.0,1.0,5.0,5.0,8.0,2.0,25954,/scratch/ydong/stamps/demo_F200W_added/F200W_5954_a.jpg
5954,27.0,7.0,1.0,1.0,4.0,2.0,0.0,27.0,0.0,0.0,0.0,14.0,2.0,11.0,24.0,3.0,3.0,6.0,15.0,1.0,18.0,1.0,0.0,0.0,4.0,1.0,19.0,1.0,2.0,4.0,9.0,8.0,10.0,7.0,22.0,5.0,0.0,1.0,0.0,25956,/scratch/ydong/stamps/demo_F200W_added/F200W_5956_a.jpg
5955,23.0,13.0,2.0,0.0,9.0,4.0,0.0,23.0,0.0,0.0,0.0,18.0,2.0,3.0,18.0,5.0,3.0,10.0,5.0,10.0,6.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,8.0,3.0,16.0,12.0,0.0,8.0,4.0,19.0,0.0,2.0,0.0,25959,/scratch/ydong/stamps/demo_F200W_added/F200W_5959_a.jpg
5956,1.0,10.0,14.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,14.0,0.0,25961,/scratch/ydong/stamps/demo_F200W_added/F200W_5961_a.jpg
5957,15.0,15.0,6.0,9.0,5.0,1.0,14.0,1.0,3.0,8.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,24.0,4.0,11.0,0.0,6.0,0.0,25963,/scratch/ydong/stamps/demo_F200W_added/F200W_5963_a.jpg
5958,3.0,22.0,13.0,4.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,15.0,1.0,2.0,1.0,11.0,1.0,25965,/scratch/ydong/stamps/demo_F200W_added/F200W_5965_a.jpg
5959,2.0,15.0,8.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,11.0,1.0,1.0,0.0,8.0,0.0,25967,/scratch/ydong/stamps/demo_F200W_added/F200W_5967_a.jpg
5960,5.0,11.0,12.0,1.0,1.0,9.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,8.0,3.0,2.0,0.0,11.0,1.0,25969,/scratch/ydong/stamps/demo_F200W_added/F200W_5969_a.jpg
5961,19.0,4.0,2.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,1.0,4.0,10.0,9.0,2.0,6.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,13.0,3.0,2.0,1.0,0.0,3.0,8.0,12.0,17.0,2.0,0.0,2.0,0.0,25972,/scratch/ydong/stamps/demo_F200W_added/F200W_5972_a.jpg
5962,21.0,8.0,4.0,2.0,6.0,0.0,1.0,20.0,0.0,0.0,1.0,12.0,0.0,8.0,15.0,5.0,3.0,11.0,1.0,0.0,3.0,3.0,5.0,0.0,4.0,0.0,16.0,1.0,0.0,3.0,4.0,5.0,7.0,13.0,20.0,1.0,0.0,3.0,1.0,25974,/scratch/ydong/stamps/demo_F200W_added/F200W_5974_a.jpg
5963,6.0,9.0,17.0,1.0,7.0,1.0,1.0,5.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,2.0,2.0,5.0,4.0,2.0,3.0,13.0,1.0,25976,/scratch/ydong/stamps/demo_F200W_added/F200W_5976_a.jpg
5964,23.0,9.0,5.0,9.0,0.0,0.0,23.0,0.0,2.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,1.0,22.0,0.0,5.0,0.0,25981,/scratch/ydong/stamps/demo_F200W_added/F200W_5981_a.jpg
5965,16.0,9.0,9.0,5.0,4.0,0.0,7.0,9.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,7.0,4.0,10.0,11.0,5.0,1.0,8.0,0.0,25985,/scratch/ydong/stamps/demo_F200W_added/F200W_5985_a.jpg
5966,17.0,8.0,5.0,1.0,7.0,0.0,4.0,13.0,1.0,0.0,3.0,5.0,3.0,5.0,12.0,1.0,1.0,5.0,6.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,0.0,3.0,7.0,8.0,5.0,5.0,17.0,0.0,1.0,3.0,1.0,25986,/scratch/ydong/stamps/demo_F200W_added/F200W_5986_a.jpg
5967,20.0,5.0,5.0,1.0,4.0,0.0,3.0,17.0,0.0,2.0,1.0,8.0,2.0,7.0,10.0,7.0,2.0,5.0,3.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,7.0,2.0,1.0,7.0,8.0,4.0,8.0,5.0,18.0,2.0,2.0,3.0,0.0,25987,/scratch/ydong/stamps/demo_F200W_added/F200W_5987_a.jpg
5968,6.0,21.0,7.0,1.0,18.0,2.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,10.0,12.0,1.0,5.0,0.0,7.0,0.0,25991,/scratch/ydong/stamps/demo_F200W_added/F200W_5991_a.jpg
5969,10.0,10.0,10.0,7.0,3.0,0.0,5.0,5.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,11.0,2.0,6.0,9.0,1.0,1.0,9.0,0.0,25993,/scratch/ydong/stamps/demo_F200W_added/F200W_5993_a.jpg
5970,9.0,14.0,5.0,9.0,5.0,0.0,5.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,16.0,1.0,5.0,7.0,2.0,0.0,4.0,1.0,25994,/scratch/ydong/stamps/demo_F200W_added/F200W_5994_a.jpg
